clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds
25,0.5,0.25,0.75,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.391964935,0.388819023,29.88556886
12.5,0.25,0.25,0.75,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.407072571,0.407072571,31.92881551
25,0.5,0.25,0.75,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.466279462,0.416537797,33.94201411
12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.610691292,0.503991707,42.40950749
25,0.5,0.25,0.63,0.75,86,52,71.9,62,30,50.8,24,0.39,0.532482559,0.465680233,37.27729673
25,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.523845567,0.463064582,37.71251297
12.5,0.25,0.38,0.38,0.75,86,52,71.9,62,30,50.8,24,0.39,0.4965362,0.446575791,41.76622653
12.5,0.25,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.435969213,0.438095887,34.89511705
25,0.5,0.38,0.38,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.509001253,0.454080207,36.8469565
12.5,0.25,0.25,0.38,0.25,94.6,57.2,79,68.2,33,55.9,34,0.56,0.425010896,0.413380913,32.41787171
25,0.25,0.25,0.38,0.38,94.6,57.2,79,68.2,33,55.9,34,0.56,0.429580755,0.417947008,31.40270183
25,0.5,0.25,0.75,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.38581266,0.394915268,30.12737627
12.5,0.25,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.56383312,0.478135139,39.83192591
25,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.559324725,0.471871207,38.77154371
12.5,0.25,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.468834439,0.432754792,35.89837298
25,0.5,0.38,0.38,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.567975637,0.463806532,37.96686445
25,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.571708025,0.468896154,32.71791783
12.5,0.25,0.25,0.63,0.5,86,52,71.9,62,30,50.8,1,0.1,0.587319779,0.488005014,40.37019338
25,0.5,0.25,0.75,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.482854142,0.442557129,35.64822051
12.5,0.25,0.25,0.38,0.38,86,52,71.9,62,30,50.8,24,0.39,0.498696418,0.442111609,36.01862394
25,0.5,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.520592483,0.436376172,36.94898618
12.5,0.25,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.564981991,0.467219599,39.36457911
12.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.556301788,0.455238354,38.17669764
25,0.5,0.38,0.5,0.63,86,52,71.9,62,30,50.8,16,0.26,0.527591617,0.460322355,37.30376378
25,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.410652063,0.406618165,31.6656798
12.5,0.25,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.320417393,0.377596581,29.83315835
12.5,0.25,0.25,0.63,0.5,86,52,71.9,62,30,50.8,16,0.26,0.507541905,0.459101737,36.6742427
25,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.527742687,0.44252903,36.81018683
25,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.384981338,0.399723843,29.74258268
25,0.5,0.25,0.5,0.75,86,52,71.9,62,30,50.8,16,0.26,0.509158377,0.455453173,36.95787336
25,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.543722877,0.465071322,37.62977375
12.5,0.25,0.25,0.38,0.5,86,52,71.9,62,30,50.8,1,0.1,0.610329712,0.50251773,42.24537298
12.5,0.25,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.476911433,0.438586418,34.77712169
37.5,0.25,0.25,0.25,0.25,86,52,71.9,62,30,50.8,24,0.39,0.364880783,0.395893563,30.11060535
12.5,0.25,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.578889093,0.483787993,39.85898134
12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.488047919,0.414710939,34.16242565
25,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.553729922,0.470373306,38.34178123
25,0.5,0.25,0.5,0.5,86,52,71.9,62,30,50.8,24,0.39,0.442626748,0.426437069,33.4416065
25,0.5,0.25,0.5,0.5,86,52,71.9,62,30,50.8,24,0.39,0.384981338,0.401275192,30.05252128
25,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.559215109,0.476054066,38.40301155
12.5,0.25,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.52950023,0.440785841,36.31114278
25,0.5,0.25,0.5,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.595065655,0.492693356,41.21921269
25,0.5,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.488876344,0.442865602,35.62231346
25,0.5,0.38,0.5,0.63,86,52,71.9,62,30,50.8,34,0.56,0.447115975,0.423763672,33.31178956
25,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.392580604,0.394461774,31.64262219
25,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.398255665,0.393418576,30.87322424
12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.462752296,0.402182926,32.81196654
25,0.5,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.435380969,0.413380913,31.92881551
25,0.25,0.25,0.25,0.38,94.6,57.2,79,68.2,33,55.9,3.77,0.06,0.334220017,0.40030353,30.58216104
12.5,0.25,0.25,0.38,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.49739138,0.443754909,35.50118221
12.5,0.25,0.25,0.38,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.54613583,0.453001484,37.80745277
25,0.5,0.25,0.38,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.480072982,0.445308404,35.89130977
12.5,0.25,0.25,0.5,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.532627825,0.463275619,37.74750888
12.5,0.25,0.25,0.38,0.63,86,52,71.9,62,30,50.8,16,0.26,0.429580755,0.413380913,31.66522059
25,0.5,0.38,0.38,0.5,86,52,71.9,62,30,50.8,16,0.26,0.543968929,0.477438541,37.97024343
12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.495987728,0.424609234,35.22201111
25,0.5,0.25,0.5,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.385503456,0.399983862,30.90686128
12.5,0.25,0.38,0.5,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.621810512,0.513585375,43.65957738
12.5,0.25,0.25,0.25,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.468921469,0.41553133,33.28905228
25,0.5,0.25,0.75,0.75,86,52,71.9,62,30,50.8,24,0.39,0.496618271,0.44252903,35.56261102
25,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.564981991,0.432754792,35.97225667
25,0.5,0.38,0.5,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.50020424,0.446450716,35.84349356
25,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.523070143,0.464892019,35.78105469
12.5,0.25,0.25,0.75,0.75,86,52,71.9,62,30,50.8,24,0.39,0.502785174,0.452320672,36.69768447
12.5,0.25,0.25,0.25,0.75,86,52,71.9,62,30,50.8,24,0.39,0.532482559,0.470373306,38.1617313
25,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.566355374,0.431142084,39.64669117
25,0.5,0.38,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.532482559,0.446434723,36.88084855
37.5,0.75,0.25,0.25,0.25,86,52,71.9,62,30,50.8,24,0.39,0.36099568,0.388860282,29.55801912
25,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.490965919,0.448463132,35.17991165
12.5,0.25,0.25,0.5,0.5,86,52,71.9,62,30,50.8,24,0.39,0.411591443,0.403476889,31.67018669
25,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.492809568,0.424609234,36.99403039
12.5,0.25,0.38,0.5,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.481328623,0.432722017,34.64257354
12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.603524723,0.492641907,41.91637397
25,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.407072571,0.381767872,29.97539813
12.5,0.25,0.25,0.38,0.38,94.6,57.2,79,68.2,33,55.9,24,0.39,0.477832221,0.433668483,34.8789274
25,0.5,0.25,0.38,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.451103585,0.430330293,33.23980604
25,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.464260194,0.433195442,34.2751629
12.5,0.25,0.25,0.63,0.5,86,52,71.9,62,30,50.8,34,0.56,0.563746659,0.479607332,38.6454264
12.5,0.25,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.551891558,0.455238354,38.17659701
12.5,0.25,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.607690073,0.501359058,42.07457289
25,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.41985138,0.393418576,31.86773783
25,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.502621602,0.403128905,37.77154371
12.5,0.25,0.25,0.5,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.534251703,0.472521274,39.23411184
12.5,0.25,0.25,0.38,0.38,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.32833671,0.37718413,27.10639138
37.5,0.75,0.25,0.25,0.25,86,52,71.9,62,30,50.8,24,0.39,0.382036352,0.403476889,30.13586876
12.5,0.25,0.25,0.25,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.55235942,0.455179564,38.77478764
25,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.534126224,0.464066853,39.8469565
12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.595712725,0.494895461,40.81318096
12.5,0.25,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.411591443,0.404575636,31.00460557
25,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.520993775,0.433668483,35.8744954
25,0.5,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.494906594,0.44252903,35.18597077
25,0.5,0.38,0.38,0.5,86,52,71.9,62,30,50.8,16,0.26,0.619006054,0.524904141,38.6254357
12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.569713565,0.472670389,37.96686445
25,0.5,0.38,0.5,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.53434503,0.468493268,38.64034468
25,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.490016595,0.443504,35.80706195
12.5,0.25,0.25,0.25,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.565976484,0.478162473,39.33777176
37.5,0.25,0.25,0.25,0.25,94.6,57.2,79,68.2,33,55.9,16,0.26,0.496636394,0.442111609,31.07883034
25,0.5,0.38,0.38,0.75,86,52,71.9,62,30,50.8,34,0.56,0.583378727,0.488638858,40.92210139
25,0.5,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.596036127,0.494895461,41.71941614
12.5,0.25,0.25,0.25,0.5,86,52,71.9,62,30,50.8,1,0.1,0.613333283,0.504056677,42.40766225
12.5,0.25,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.583697575,0.488638858,40.18721608
25,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.502842336,0.430368732,35.17991165
12.5,0.25,0.25,0.25,0.38,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.581744319,0.495912854,35.28592597
12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.467852275,0.427278518,31.64262219
25,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.404617089,0.406869398,31.00460557
12.5,0.25,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.598645112,0.499370198,41.36318078
12.5,0.25,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.583378727,0.484791782,40.03764422
12.5,0.25,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.498793068,0.44549439,34.79781929
25,0.5,0.38,0.38,0.5,86,52,71.9,62,30,50.8,34,0.56,0.403217329,0.405558182,31.44274436
25,0.5,0.25,0.63,0.5,86,52,71.9,62,30,50.8,24,0.39,0.440365017,0.401275192,33.34012862
12.5,0.25,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.594836828,0.498478897,42.17176453
25,0.5,0.38,0.5,0.75,86,52,71.9,62,30,50.8,1,0.1,0.592156153,0.482118713,40.55501923
20,0.537,0.117,0.409,0.058,86,52,71.9,62,30,50.8,34,0.56,0.402052391,0.40166998,30.13586876
25,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.514086408,0.451546571,36.81673726
25,0.5,0.25,0.38,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.492076861,0.441974474,36.81018683
25,0.5,0.38,0.63,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.476911433,0.437317312,34.80503364
25,0.5,0.25,0.63,0.75,86,52,71.9,62,30,50.8,1,0.1,0.523070143,0.451036893,36.95787336
25,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.546003143,0.43910209,34.76957798
25,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.342841074,0.378528127,27.3454535
12.5,0.25,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.62677511,0.5251356,45.06919216
25,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.489723491,0.423865656,33.22890035
25,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.467812388,0.407126353,33.11609108
25,0.5,0.25,0.63,0.63,86,52,71.9,62,30,50.8,16,0.26,0.495987728,0.446912521,35.82485206
12.5,0.25,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.63346314,0.5251356,44.72163541
25,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.536128074,0.449871489,36.9753139
12.5,0.25,0.25,0.75,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.45826996,0.403204844,32.60317761
12.5,0.25,0.25,0.38,0.38,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.550864261,0.476928353,39.33656697
12.5,0.25,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.470593127,0.417908804,32.81456057
25,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.517721232,0.463806532,37.80745277
12.5,0.25,0.25,0.63,0.75,86,52,71.9,62,30,50.8,16,0.26,0.459035911,0.410849197,34.95536146
25,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.53990422,0.448647248,36.46620322
25,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.435969213,0.426679269,33.85831713
25,0.5,0.25,0.38,0.75,94.6,57.2,79,68.2,33,55.9,34,0.56,0.398218446,0.404796043,31.67018669
12.5,0.25,0.38,0.38,0.75,86,52,71.9,62,30,50.8,34,0.56,0.612633396,0.508018854,42.48753914
25,0.5,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.492076861,0.422051395,34.0430221
25,0.5,0.38,0.38,0.75,86,52,71.9,62,30,50.8,1,0.1,0.564904359,0.479866804,39.1606042
12.5,0.25,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.586760239,0.489823491,40.40283866
12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.579179402,0.484349504,40.0282126
25,0.5,0.25,0.5,0.5,86,52,71.9,62,30,50.8,24,0.39,0.454737417,0.427937649,34.66515546
12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.55788532,0.395502524,36.04067528
12.5,0.25,0.25,0.5,0.5,86,52,71.9,62,30,50.8,24,0.39,0.614621141,0.530933466,43.97470322
12.5,0.25,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.619887728,0.511834352,43.33453721
12.5,0.25,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.587319779,0.485989695,40.17143065
12.5,0.25,0.25,0.25,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.603524723,0.504526655,42.63998621
25,0.5,0.25,0.75,0.5,94.6,57.2,79,68.2,33,55.9,1,0.1,0.496176505,0.448608762,35.05053194
25,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.489823352,0.431072001,35.98855463
12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.546174929,0.457845739,37.97024343
25,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.500058984,0.419851618,36.94898618
25,0.5,0.25,0.38,0.63,86,52,71.9,62,30,50.8,24,0.39,0.45682495,0.42018755,33.32452765
25,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.465538066,0.426746554,33.95797729
25,0.5,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.379906235,0.375616334,29.80390835
12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.495987728,0.442693356,35.80706195
25,0.5,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.436893878,0.42727728,33.94201411
12.5,0.25,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.527399614,0.437354261,36.3854328
12.5,0.25,0.25,0.63,0.5,86,52,71.9,62,30,50.8,34,0.56,0.529070993,0.460627726,37.35683231
25,0.5,0.25,0.63,0.63,86,52,71.9,62,30,50.8,34,0.56,0.404564858,0.399556226,30.13586876
25,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.509989204,0.429376052,35.8744954
25,0.5,0.25,0.63,0.63,86,52,71.9,62,30,50.8,16,0.26,0.520587192,0.46326367,37.02177209
12.5,0.25,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.598814008,0.495898084,41.78212739
12.5,0.25,0.25,0.63,0.75,86,52,71.9,62,30,50.8,16,0.26,0.532426131,0.463064582,38.74416887
12.5,0.25,0.25,0.25,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.536899811,0.467854471,38.17159714
12.5,0.25,0.38,0.5,0.63,86,52,71.9,62,30,50.8,1,0.1,0.619887727,0.514873193,44.99434918
12.5,0.25,0.25,0.25,0.5,86,52,71.9,62,30,50.8,24,0.39,0.498696418,0.449545727,35.92331365
12.5,0.25,0.25,0.38,0.63,86,52,71.9,62,30,50.8,24,0.39,0.552071106,0.476382696,39.23039094
25,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.474009658,0.437922725,34.52074419
12.5,0.25,0.25,0.38,0.38,94.6,57.2,79,68.2,33,55.9,1,0.1,0.384646205,0.399556226,30.13586876
12.5,0.25,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.468305902,0.39617025,31.85521692
12.5,0.25,0.25,0.38,0.75,86,52,71.9,62,30,50.8,1,0.1,0.612633396,0.506686303,43.97470322
12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.468336824,0.407126353,31.92881551
12.5,0.25,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.51204794,0.494164753,37.27931173
12.5,0.25,0.38,0.38,0.5,86,52,71.9,62,30,50.8,24,0.39,0.571708025,0.485989695,37.96686445
12.5,0.25,0.25,0.38,0.75,94.6,57.2,79,68.2,33,55.9,34,0.56,0.404446048,0.400247657,30.68026439
12.5,0.25,0.25,0.75,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.5143032,0.452027468,36.13790079
25,0.5,0.25,0.75,0.5,86,52,71.9,62,30,50.8,1,0.1,0.511522719,0.460322355,37.44044874
12.5,0.25,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.543722877,0.441974474,34.62976419
12.5,0.25,0.38,0.5,0.5,86,52,71.9,62,30,50.8,1,0.1,0.52391434,0.462697311,41.07883034
25,0.5,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.371183688,0.394915268,30.79374092
37.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.363726236,0.352186419,28.80786754
12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.454737417,0.42403139,33.23980604
12.5,0.25,0.25,0.25,0.38,94.6,57.2,79,68.2,33,55.9,34,0.56,0.499992838,0.409269062,31.64262219
25,0.5,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.43687052,0.415160646,32.26534639
25,0.5,0.25,0.75,0.5,86,52,71.9,62,30,50.8,16,0.26,0.506793789,0.450498441,36.46620322
25,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.358261487,0.388167887,29.46743356
25,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.540082008,0.463759475,37.60167915
25,0.5,0.25,0.75,0.5,86,52,71.9,62,30,50.8,24,0.39,0.48180056,0.442535199,36.92483932
12.5,0.25,0.38,0.38,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.565239387,0.488638858,39.87371362
25,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.392540298,0.392302807,31.79765098
25,0.5,0.38,0.5,0.63,86,52,71.9,62,30,50.8,16,0.26,0.587319779,0.48651762,40.0282126
25,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.387861179,0.375616334,29.78225878
37.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.383581787,0.392787396,31.55298278
12.5,0.25,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.509001253,0.426746554,35.11807556
12.5,0.25,0.25,0.63,0.63,86,52,71.9,62,30,50.8,16,0.26,0.583378727,0.485752533,40.37019338
12.5,0.25,0.38,0.38,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.622419314,0.513585375,43.65957738
12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.532627825,0.431142084,35.24092918
12.5,0.25,0.25,0.63,0.75,86,52,71.9,62,30,50.8,16,0.26,0.578889093,0.48651762,40.0282126
25,0.5,0.25,0.5,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.391964935,0.393418576,30.80685608
37.5,0.75,0.25,0.25,0.25,94.6,57.2,79,68.2,33,55.9,34,0.56,0.284442614,0.352186419,26.10117938
12.5,0.25,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.500557995,0.424902006,35.14089874
37.5,0.75,0.25,0.25,0.25,94.6,57.2,79,68.2,33,55.9,34,0.56,0.385503456,0.400102144,30.68639758
25,0.5,0.25,0.5,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.410253857,0.408851197,31.6656798
25,0.5,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.532704207,0.465680233,38.34275552
12.5,0.25,0.25,0.25,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.575902218,0.480382567,40.56148952
25,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.381314223,0.400102144,30.13586876
12.5,0.25,0.25,0.63,0.5,86,52,71.9,62,30,50.8,34,0.56,0.404446048,0.406618165,31.66559817
25,0.5,0.25,0.5,0.63,77.4,46.8,65.6,55.8,27,45.8,16,0.26,0.467905283,0.436042539,34.7014352
25,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.449877074,0.398116316,33.12546719
12.5,0.25,0.25,0.25,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.517723246,0.463502091,37.77937909
25,0.5,0.25,0.5,0.5,86,52,71.9,62,30,50.8,1,0.1,0.463537294,0.42912225,33.93441738
12.5,0.25,0.25,0.5,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.612478041,0.510575061,43.93700206
25,0.5,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.490320807,0.448463132,35.77113923
25,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.492759727,0.437922725,35.51371293
12.5,0.25,0.25,0.63,0.5,86,52,71.9,62,30,50.8,1,0.1,0.571708025,0.48518887,40.39944387
25,0.5,0.38,0.5,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.567975637,0.471650366,37.43071573
12.5,0.25,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.56383312,0.462760521,39.20306912
12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.449877074,0.398255665,31.71791783
25,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.45555863,0.395435754,31.735098
25,0.25,0.38,0.38,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.363726236,0.381851426,29.46743356
25,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.559324725,0.471828735,38.6254357
